49	AL	01097	Mobile	Mobile	399843	3193.691	1233.091	1064.309	410.932	4257.999	1644.023	30.722256	88.139667
50	AL	01099	Monroe	Monroeville	24324	2656.952	1025.855	22.458	8.671	2679.409	1034.526	31.555656	87.359637
51	AL	01101	Montgomery	Montgomery	223510	2045.477	789.763	25.880	9.992	2071.357	799.756	32.331872	86.260844
52	AL	01103	Morgan	Decatur	111064	1507.926	582.213	43.628	16.845	1551.553	599.058	34.507018	86.918920
53	AL	01105	Perry	Marion	11861	1863.454	719.484	11.896	4.593	1875.350	724.077	32.613284	87.334017
54	AL	01107	Pickens	Carrollton	20949	2282.862	881.418	22.363	8.634	2305.225	890.053	33.274090	88.088963
55	AL	01109	Pike	Troy	29605	1737.969	671.033	2.750	1.062	1740.718	672.095	31.792165	85.937370
56	AL	01111	Randolph	Wedowee	22380	1504.900	581.045	7.934	3.063	1512.834	584.109	33.262424	85.445563
57	AL	01113	Russell	Phenix-City	49756	1661.004	641.317	15.699	6.062	1676.703	647.379	32.376002	85.101100
58	AL	01115	St.-Clair	Ashville-Pell-City	64742	1641.411	633.752	51.433	19.858	1692.843	653.611	33.667273	86.329327
59	AL	01117	Shelby	Columbiana	143293	2058.249	794.694	38.414	14.832	2096.662	809.526	33.269120	86.698665
60	AL	01119	Sumter	Livingston	14798	2343.771	904.935	21.668	8.366	2365.439	913.301	32.558734	88.215706
61	AL	01121	Talladega	Talladega	80321	1915.379	739.532	53.657	20.717	1969.035	760.249	33.368498	86.178278
62	AL	01123	Tallapoosa	Dadeville	41475	1859.438	717.933	125.097	48.300	1984.535	766.233	32.850131	85.835005
63	AL	01125	Tuscaloosa	Tuscaloosa	164875	3430.105	1324.371	69.554	26.855	3499.658	1351.226	33.235600	87.511691
64	AL	01127	Walker	Jasper	70713	2057.464	794.391	28.246	10.906	2085.709	805.297	33.819888	87.285406
65	AL	01129	Washington	Chatom	18097	2798.888	1080.657	20.423	7.886	2819.312	1088.542	31.366088	88.151002
66	AL	01131	Wilcox	Camden	13183	2301.678	888.683	48.644	18.782	2350.322	907.464	31.993335	87.348302
67	AL	01133	Winston	Double-Springs	24843	1591.384	614.437	45.114	17.419	1636.498	631.855	34.151249	87.418848
68	AK	02013	Aleutians-East	Sand-Point	2697	18099.209	6988.144	20780.668	8023.461	38879.877	15011.605	55.125713	162.030237
69	AK	02016	Aleutians-West-[4]	—	5465	11387.589	4396.773	25174.000	9719.736	36561.589	14116.509	52.319360	172.454123
70	AK	02020	Anchorage	Anchorage	260283	4395.766	1697.215	683.446	263.880	5079.212	1961.095	61.191900	149.762097
71	AK	02050	Bethel-[4]	—	16006	105239.785	40633.310	12626.579	4875.150	117866.364	45508.459	60.888556	161.191411
72	AK	02060	Bristol-Bay	Naknek	1258	1307.725	504.916	991.363	382.767	2299.088	887.683	58.690594	156.786726
73	AK	02068	Denali	Healy	1893	33021.450	12749.654	64.433	24.878	33085.883	12774.532	63.893564	149.104615
74	AK	02070	Dillingham-[4]	—	4922	48367.450	18674.778	5836.872	2253.629	54204.322	20928.407	59.190911	158.614040
75	AK	02090	Fairbanks-North-Star	Fairbanks	82840	19078.483	7366.244	201.438	77.776	19279.921	7444.019	64.818590	147.568384
76	AK	02100	Haines	Haines	2392	6070.244	2343.734	989.605	382.089	7059.849	2725.823	59.245450	135.529519
77	AK	02110	Juneau	Juneau	30711	7036.141	2716.669	1394.301	538.343	8430.443	3255.012	58.351422	134.511579
78	AK	02122	Kenai-Peninsula	Soldotna	49691	41474.147	16013.258	22639.962	8741.339	64114.109	24754.597	60.349178	150.987663
79	AK	02130	Ketchikan-Gateway	Ketchikan	14070	3194.034	1233.224	1348.745	520.753	4542.779	1753.977	55.354938	131.620295
80	AK	02150	Kodiak-Island	Kodiak	13913	16989.921	6559.846	14151.252	5463.829	31141.173	12023.675	57.694078	152.682317
81	AK	02164	Lake-and-Peninsula	King-Salmon-[5]	1823	61594.990	23781.960	18453.668	7125.001	80048.658	30906.961	58.605648	156.409989
82	AK	02170	Matanuska-Susitna	Palmer	59322	63924.890	24681.539	1497.667	578.252	65422.556	25259.791	61.762742	149.481089
83	AK	02180	Nome-[4]	—	9196	59572.082	23000.910	13681.400	5282.418	73253.482	28283.329	64.809165	164.346772
84	AK	02185	North-Slope	Barrow	7385	230035.263	88817.115	15398.849	5945.529	245434.112	94762.645	70.599509	153.940111
85	AK	02188	Northwest-Arctic	Kotzebue	7208	92976.270	35898.340	12596.824	4863.661	105573.094	40762.001	66.822031	160.646404
86	AK	02201	Prince-of-Wales-Outer-Ketchikan-[4]	—	6146	19193.423	7410.622	13715.730	5295.673	32909.153	12706.296	55.552229	132.584730
87	AK	02220	Sitka	Sitka	8835	7443.577	2873.981	5018.227	1937.548	12461.804	4811.530	57.079871	135.331757
88	AK	02232	Skagway-Hoonah-Angoon-[4]	—	3436	20451.795	7896.483	9013.806	3480.250	29465.601	11376.733	58.321676	135.458953
89	AK	02240	Southeast-Fairbanks-[4]	—	6174	64270.184	24814.858	637.996	246.332	64908.180	25061.189	63.607284	143.910084
90	AK	02261	Valdez-Cordova-[4]	—	10195	88886.050	34319.097	15229.266	5880.053	104115.316	40199.150	61.458662	145.325925
91	AK	02270	Wade-Hampton-[4]	—	7028	44530.954	17193.498	6412.136	2475.740	50943.090	19669.238	62.084927	163.736818
92	AK	02280	Wrangell-Petersburg-[4]	—	6684	15112.433	5834.943	8252.398	3186.269	23364.831	9021.212	56.714340	133.073562
93	AK	02282	Yakutat	Yakutat	808	19814.593	7650.458	4684.825	1808.821	24499.419	9459.279	59.793489	140.271248
94	AK	02290	Yukon-Koyukuk-[4]	—	6551	377878.437	145899.687	5031.898	1942.827	382910.335	147842.513	65.129566	151.854704
95	AZ	04001	Apache	St.-Johns	69423	29020.502	11204.879	35.070	13.541	29055.572	11218.420	35.645278	109.449620
96	AZ	04003	Cochise	Bisbee	117755	15978.797	6169.448	127.742	49.321	16106.539	6218.770	31.750272	109.904319
97	AZ	04005	Coconino	Flagstaff	116320	48218.905	18617.424	113.409	43.787	48332.313	18661.211	35.771440	111.511062
98	AZ	04007	Gila	Globe	51335	12348.294	4767.703	72.607	28.034	12420.901	4795.737	33.714683	110.977311
99	AZ	04009	Graham	Safford	33489	11989.871	4629.315	30.635	11.828	12020.506	4641.144	32.865056	109.816242
100	AZ	04011	Greenlee	Clifton	8547	4783.710	1847.001	3.665	1.415	4787.376	1848.416	33.068497	109.273764
101	AZ	04012	La-Paz	Parker	19715	11654.827	4499.954	34.717	13.404	11689.544	4513.358	33.863604	114.045079
102	AZ	04013	Maricopa	Phoenix	3072149	23836.016	9203.138	54.722	21.128	23890.739	9224.266	33.494514	112.087906
103	AZ	04015	Mohave	Kingman	155032	34476.992	13311.641	409.405	158.072	34886.397	13469.714	35.285985	114.082709
104	AZ	04017	Navajo	Holbrook	97470	25778.621	9953.182	16.344	6.311	25794.965	9959.492	35.406314	110.256683
105	AZ	04019	Pima	Tucson	843746	23792.317	9186.265	6.644	2.565	23798.961	9188.831	32.178410	111.088624
106	AZ	04021	Pinal	Florence	179727	13907.185	5369.595	11.653	4.499	13918.839	5374.094	32.965668	111.498113
107	AZ	04023	Santa-Cruz	Nogales	38381	3205.457	1237.634	1.227	0.474	3206.685	1238.108	31.481900	110.905734
108	AZ	04025	Yavapai	Prescott	167517	21039.253	8123.301	11.604	4.480	21050.856	8127.781	34.650332	112.414707
109	AZ	04027	Yuma	Yuma	160026	14281.424	5514.089	12.613	4.870	14294.038	5518.959	32.684752	114.388951
110	AR	05001	Arkansas	De-Witt-Stuttgart	20749	2560.177	988.490	117.328	45.301	2677.506	1033.791	34.359997	91.429413
111	AR	05003	Ashley	Hamburg	24209	2385.762	921.148	46.448	17.934	2432.209	939.081	33.185420	91.785346
112	AR	05005	Baxter	Mountain-Home	38386	1435.789	554.361	83.859	32.378	1519.648	586.740	36.312200	92.354317
113	AR	05007	Benton	Bentonville	153406	2191.114	845.994	88.701	34.248	2279.815	880.241	36.354146	94.246822
114	AR	05009	Boone	Harrison	33948	1531.141	591.177	27.563	10.642	1558.705	601.819	36.285221	93.065891
115	AR	05011	Bradley	Warren	12600	1685.120	650.628	9.715	3.751	1694.835	654.379	33.520920	92.141138
116	AR	05013	Calhoun	Hampton	5744	1627.223	628.274	11.050	4.266	1638.273	632.541	33.595502	92.510135
117	AR	05015	Carroll	Berryville-Eureka-Springs	25357	1632.403	630.274	22.109	8.536	1654.512	638.811	36.364131	93.566034
118	AR	05017	Chicot	Lake-Village	14117	1668.023	644.027	121.360	46.857	1789.383	690.885	33.309088	91.309446
119	AR	05019	Clark	Arkadelphia	23546	2241.461	865.433	44.471	17.170	2285.932	882.603	34.068954	93.157703
120	AR	05021	Clay	Piggott-Corning	17609	1655.774	639.298	5.485	2.118	1661.259	641.416	36.364388	90.400570
121	AR	05023	Cleburne	Heber-Springs	24046	1432.390	553.049	100.649	38.861	1533.039	591.910	35.535227	92.060882
122	AR	05025	Cleveland	Rison	8571	1548.137	597.739	2.754	1.063	1550.890	598.802	33.904731	92.216337
123	AR	05027	Columbia	Magnolia	25603	1984.226	766.114	1.935	0.747	1986.161	766.861	33.249422	93.229778
124	AR	05029	Conway	Morrilton	20336	1440.421	556.150	27.231	10.514	1467.652	566.664	35.207694	92.713984
125	AR	05031	Craighead	Lake-City-Jonesboro	82148	1841.066	710.840	5.533	2.136	1846.599	712.976	35.828198	90.631993
126	AR	05033	Crawford	Van-Buren	53247	1542.060	595.393	22.806	8.805	1564.866	604.198	35.523127	94.260230
127	AR	05035	Crittenden	Marion	50866	1580.323	610.166	68.687	26.520	1649.010	636.686	35.197701	90.272800
128	AR	05037	Cross	Wynne	19526	1595.035	615.846	16.800	6.487	1611.835	622.333	35.279599	90.786115
129	AR	05039	Dallas	Fordyce	9210	1728.610	667.420	1.919	0.741	1730.529	668.161	33.938130	92.608187
130	AR	05041	Desha	Arkansas-City	15341	1981.313	764.989	141.232	54.530	2122.545	819.519	33.789358	91.350302
131	AR	05043	Drew	Monticello	18723	2144.981	828.182	19.353	7.472	2164.334	835.654	33.600602	91.735642
132	AR	05045	Faulkner	Conway	86014	1676.702	647.378	43.079	16.633	1719.781	664.011	35.119477	92.379944
133	AR	05047	Franklin	Charleston-Ozark	17771	1578.739	609.555	26.238	10.131	1604.977	619.685	35.477580	93.884506
134	AR	05049	Fulton	Salem	11642	1601.015	618.155	5.593	2.160	1606.608	620.315	36.355003	91.729311
135	AR	05051	Garland	Hot-Springs	88068	1753.999	677.223	148.540	57.352	1902.539	734.574	34.545307	93.075894
136	AR	05053	Grant	Sheridan	16464	1636.295	631.777	3.194	1.233	1639.489	633.010	34.311031	92.450809
137	AR	05055	Greene	Paragould	37331	1495.742	577.509	5.535	2.137	1501.277	579.646	36.098211	90.513709
138	AR	05057	Hempstead	Hope	23587	1887.516	728.774	32.604	12.589	1920.120	741.362	33.717614	93.647930
139	AR	05059	Hot-Spring	Malvern	30353	1592.669	614.933	18.708	7.223	1611.377	622.156	34.337450	92.891238
140	AR	05061	Howard	Nashville	14300	1521.414	587.421	20.154	7.781	1541.567	595.203	34.050292	93.964857
141	AR	05063	Independence	Batesville	34233	1978.184	763.781	20.183	7.793	1998.367	771.574	35.757476	91.587049
142	AR	05065	Izard	Melbourne	13249	1503.964	580.684	8.641	3.336	1512.604	584.020	36.139475	91.874963
143	AR	05067	Jackson	Newport	18418	1640.819	633.524	20.520	7.923	1661.338	641.446	35.613258	91.227582
144	AR	05069	Jefferson	Pine-Bluff	84278	2291.661	884.815	74.802	28.881	2366.463	913.696	34.243795	91.987152
145	AR	05071	Johnson	Clarksville	22781	1715.008	662.168	53.288	20.575	1768.296	682.743	35.498657	93.484633
146	AR	05073	Lafayette	Lewisville	8559	1363.621	526.497	48.092	18.568	1411.713	545.065	33.272263	93.563116
147	AR	05075	Lawrence	Walnut-Ridge	17774	1519.203	586.567	14.957	5.775	1534.160	592.342	36.070597	91.071214
148	AR	05077	Lee	Marianna	12580	1558.301	601.663	46.110	17.803	1604.411	619.467	34.780126	90.763960
149	AR	05079	Lincoln	Star-City	14492	1453.506	561.202	28.402	10.966	1481.907	572.168	33.978821	91.709049
150	AR	05081	Little-River	Ashdown	13628	1377.184	531.734	85.824	33.137	1463.008	564.871	33.697284	94.220589
151	AR	05083	Logan	Booneville-Paris	22486	1838.562	709.873	56.023	21.631	1894.586	731.504	35.220758	93.755313
152	AR	05085	Lonoke	Lonoke	52828	1983.828	765.960	94.450	36.467	2078.279	802.428	34.779050	91.912157
153	AR	05087	Madison	Huntsville	14243	2167.337	836.813	0.648	0.250	2167.985	837.064	36.031137	93.730452
154	AR	05089	Marion	Yellville	16140	1548.040	597.702	110.451	42.646	1658.492	640.347	36.291289	92.681404
155	AR	05091	Miller	Texarkana	40443	1616.098	623.979	34.967	13.501	1651.065	637.480	33.384684	93.968079
156	AR	05093	Mississippi	Blytheville-Osceola	51979	2326.453	898.249	55.635	21.481	2382.088	919.729	35.806751	90.030415
157	AR	05095	Monroe	Clarendon	10254	1571.207	606.647	38.241	14.765	1609.448	621.411	34.732843	91.207816
158	AR	05097	Montgomery	Mount-Ida	9245	2022.592	780.927	50.140	19.359	2072.731	800.286	34.559133	93.643872
159	AR	05099	Nevada	Prescott	9955	1605.672	619.953	2.138	0.826	1607.810	620.779	33.689358	93.327444
160	AR	05101	Newton	Jasper	8608	2131.480	822.969	0.550	0.212	2132.030	823.181	35.967765	93.188458
161	AR	05103	Ouachita	Camden	28790	1897.038	732.450	18.601	7.182	1915.639	739.632	33.574007	92.861447
162	AR	05105	Perry	Perryville	10209	1426.938	550.944	24.679	9.529	1451.616	560.472	34.982668	92.861630
163	AR	05107	Phillips	Helena-West-Helena	26445	1794.011	692.672	89.658	34.617	1883.669	727.289	34.468372	90.761973
164	AR	05109	Pike	Murfreesboro	11303	1561.784	603.008	28.160	10.873	1589.945	613.881	34.177310	93.656805
165	AR	05111	Poinsett	Harrisburg	25614	1962.534	757.739	14.627	5.648	1977.161	763.386	35.587012	90.603918
166	AR	05113	Polk	Mena	20229	2225.781	859.379	7.877	3.041	2233.657	862.420	34.485490	94.253631
167	AR	05115	Pope	Russellville	54469	2102.812	811.900	48.921	18.889	2151.733	830.789	35.330478	93.084446
168	AR	05117	Prairie	Des-Arc-De-Valls-Bluff	9539	1672.962	645.934	77.251	29.827	1750.214	675.761	34.807983	91.534077
169	AR	05119	Pulaski	Little-Rock	361474	1996.417	770.821	95.884	37.021	2092.301	807.842	34.766541	92.294471
170	AR	05121	Randolph	Pocahontas	18195	1688.217	651.824	10.911	4.213	1699.128	656.037	36.315472	90.988939
171	AR	05123	St.-Francis	Forrest-City	29329	1641.629	633.837	22.170	8.560	1663.799	642.396	35.015874	90.708841
172	AR	05125	Saline	Benton	83529	1873.757	723.462	18.138	7.003	1891.895	730.465	34.616381	92.636449
173	AR	05127	Scott	Waldron	10996	2315.138	893.880	10.909	4.212	2326.048	898.092	34.880858	94.089691
174	AR	05129	Searcy	Marshall	8261	1727.908	667.149	3.520	1.359	1731.428	668.508	35.920954	92.688268
175	AR	05131	Sebastian	Greenwood-Fort-Smith	115071	1388.864	536.243	25.367	9.794	1414.231	546.038	35.293916	94.351769
176	AR	05133	Sevier	De-Queen	15757	1460.601	563.941	45.081	17.406	1505.682	581.347	34.016649	94.262899
177	AR	05135	Sharp	Ash-Flat	17119	1565.268	604.353	5.159	1.992	1570.427	606.345	36.190062	91.498459
178	AR	05137	Stone	Mountain-View	11499	1571.066	606.592	7.345	2.836	1578.411	609.428	35.874106	92.169912
179	AR	05139	Union	El-Dorado	45629	2690.745	1038.903	42.393	16.368	2733.138	1055.270	33.207179	92.612793
180	AR	05141	Van-Buren	Clinton	16192	1842.812	711.514	33.166	12.806	1875.978	724.319	35.565783	92.414162
181	AR	05143	Washington	Fayetteville	157715	2459.756	949.717	16.297	6.292	2476.053	956.009	36.051379	94.198684
182	AR	05145	White	Searcy	67165	2678.124	1034.029	21.572	8.329	2699.696	1042.359	35.250106	91.730562
183	AR	05147	Woodruff	Augusta	8741	1519.193	586.564	19.401	7.491	1538.594	594.054	35.196189	91.244090
184	AR	05149	Yell	Dardanelle-Danville	21139	2403.227	927.891	54.264	20.951	2457.491	948.843	35.038510	93.362084
185	CA	06001	Alameda	Oakland	1443741	1910.303	737.572	216.454	83.573	2126.757	821.146	37.716662	122.096151
186	CA	06003	Alpine	Markleeville	1208	1913.009	738.617	11.843	4.573	1924.852	743.189	38.632506	119.888663
187	CA	06005	Amador	Jackson	35100	1535.776	592.966	30.368	11.725	1566.143	604.691	38.428879	120.715248
188	CA	06007	Butte	Oroville	203171	4246.255	1639.488	97.428	37.617	4343.684	1677.106	39.648354	121.646310
189	CA	06009	Calaveras	San-Andreas	40554	2641.887	1020.038	43.528	16.806	2685.415	1036.844	38.167573	120.557245
190	CA	06011	Colusa	Colusa	18804	2980.235	1150.675	14.359	5.544	2994.594	1156.219	39.187495	122.152389
191	CA	06013	Contra-Costa	Martinez	948816	1864.652	719.946	212.907	82.204	2077.558	802.150	37.942423	122.060886
192	CA	06015	Del-Norte	Crescent-City	27507	2610.222	1007.812	574.823	221.940	3185.045	1229.753	41.735225	124.113924
193	CA	06017	El-Dorado	Placerville	156299	4431.073	1710.847	200.076	77.250	4631.149	1788.097	38.768651	120.571902
194	CA	06019	Fresno	Fresno	799407	15443.387	5962.725	141.660	54.695	15585.047	6017.421	36.638374	119.903470
195	CA	06021	Glenn	Willows	26453	3405.298	1314.793	32.020	12.363	3437.318	1327.156	39.630023	122.291407
196	CA	06023	Humboldt	Eureka	126518	9252.700	3572.488	1242.513	479.737	10495.213	4052.225	40.747403	123.988265
197	CA	06025	Imperial	El-Centro	142361	10812.507	4174.732	795.121	306.998	11607.628	4481.730	32.963098	115.487593
198	CA	06027	Inyo	Independence	17945	26425.906	10203.100	61.843	23.878	26487.749	10226.978	36.709037	117.693329
199	CA	06029	Kern	Bakersfield	661645	21085.000	8140.964	52.981	20.456	21137.981	8161.421	35.296023	118.683344
200	CA	06031	Kings	Hanford	129461	3602.655	1390.993	1.291	0.499	3603.946	1391.491	36.155141	119.811272
201	CA	06033	Lake	Lakeport	58309	3258.098	1257.959	185.237	71.520	3443.335	1329.479	39.023264	122.751791
202	CA	06035	Lassen	Susanville	33828	11803.268	4557.267	422.439	163.105	12225.707	4720.372	40.612365	120.720234
203	CA	06037	Los-Angeles	Los-Angeles	9519338	10517.607	4060.871	1790.853	691.452	12308.460	4752.323	34.088510	118.234216
204	CA	06039	Madera	Madera	123109	5531.856	2135.861	45.223	17.461	5577.079	2153.322	37.035073	120.032438
205	CA	06041	Marin	San-Rafael	247289	1346.283	519.803	798.732	308.392	2145.015	828.195	37.985723	122.575951
206	CA	06043	Mariposa	Mariposa	17130	3758.384	1451.120	30.218	11.667	3788.602	1462.787	37.595471	120.003539
207	CA	06045	Mendocino	Ukiah	86265	9088.191	3508.970	956.136	369.166	10044.327	3878.136	39.363102	123.430217
208	CA	06047	Merced	Merced	210554	4995.296	1928.695	111.833	43.179	5107.129	1971.874	37.245783	120.674118
209	CA	06049	Modoc	Alturas	9449	10215.164	3944.097	671.525	259.277	10886.688	4203.374	41.527360	120.790625
210	CA	06051	Mono	Bridgeport	12853	7884.956	3044.399	226.370	87.402	8111.326	3131.801	37.853807	118.961375
211	CA	06053	Monterey	Salinas	401762	8603.819	3321.953	1163.214	449.119	9767.032	3771.072	36.450732	121.528953
212	CA	06055	Napa	Napa	124279	1952.161	753.734	89.444	34.534	2041.604	788.268	38.353762	122.332133
213	CA	06057	Nevada	Nevada-City	92033	2480.206	957.613	43.715	16.879	2523.921	974.491	39.270775	120.814268
214	CA	06059	Orange	Santa-Ana	2846289	2044.548	789.404	410.700	158.572	2455.247	947.976	33.731518	117.861663
215	CA	06061	Placer	Auburn	248399	3637.294	1404.367	254.882	98.411	3892.177	1502.778	38.971576	120.947618
216	CA	06063	Plumas	Quincy	20824	6614.039	2553.695	154.839	59.784	6768.878	2613.479	40.020149	120.851195
217	CA	06065	Riverside	Riverside	1545387	18666.999	7207.369	248.019	95.761	18915.019	7303.130	33.783307	116.803605
218	CA	06067	Sacramento	Sacramento	1223499	2501.026	965.652	77.261	29.831	2578.287	995.482	38.561106	121.389266
219	CA	06069	San-Benito	Hollister	53234	3597.645	1389.058	4.341	1.676	3601.986	1390.735	36.745753	121.288843
220	CA	06071	San-Bernardino	San-Bernardino	1709434	51935.724	20052.496	136.803	52.820	52072.527	20105.316	34.392344	116.982433
221	CA	06073	San-Diego	San-Diego	2813833	10877.667	4199.891	843.363	325.624	11721.030	4525.515	32.904616	117.062993
222	CA	06075	San-Francisco	San-Francisco	776733	120.938	46.694	479.724	185.222	600.662	231.917	37.759881	122.437392
223	CA	06077	San-Joaquin	Stockton	563598	3624.124	1399.282	69.845	26.967	3693.969	1426.250	37.945959	121.281307
224	CA	06079	San-Luis-Obispo	San-Luis-Obispo	246681	8558.153	3304.321	806.064	311.223	9364.216	3615.544	35.373909	120.587460
225	CA	06081	San-Mateo	Redwood-City	707161	1163.077	449.067	756.138	291.947	1919.216	741.013	37.531037	122.331932
226	CA	06083	Santa-Barbara	Santa-Barbara	399347	7088.827	2737.011	2724.846	1052.069	9813.673	3789.080	34.649384	120.071425
227	CA	06085	Santa-Clara	San-Jose	1682585	3342.865	1290.688	34.494	13.318	3377.360	1304.006	37.306509	121.912818
228	CA	06087	Santa-Cruz	Santa-Cruz	255602	1153.170	445.241	419.361	161.916	1572.531	607.158	37.002349	121.973761
229	CA	06089	Shasta	Redding	163256	9803.609	3785.195	161.203	62.241	9964.812	3847.436	40.688705	122.121202
230	CA	06091	Sierra	Downieville	3555	2469.248	953.382	22.254	8.592	2491.502	961.974	39.582063	120.534038
231	CA	06093	Siskiyou	Yreka	44301	16282.697	6286.785	157.154	60.677	16439.850	6347.462	41.614943	122.502816
232	CA	06095	Solano	Fairfield	394542	2147.592	829.190	200.675	77.481	2348.267	906.671	38.235934	122.051826
233	CA	06097	Sonoma	Santa-Rosa	458614	4081.506	1575.878	498.178	192.348	4579.684	1768.226	38.440089	122.768624
234	CA	06099	Stanislaus	Modesto	446997	3868.900	1493.791	54.072	20.877	3922.972	1514.668	37.613805	120.958800
